customer_id,plan_tier,base_mrr,signup_month_idx,industry,region,acquisition_channel,company_size_employees,has_csm
CUST-10714,Growth,941.95,2,Professional Services,MEA,Paid Search,25,False
CUST-10715,Starter,157.91,16,Healthcare,North America,Outbound Sales,57,False
CUST-10716,Starter,75.19,1,E-commerce,APAC,Inbound/Organic,26,False
CUST-10717,Starter,149.0,11,SaaS/Tech,Europe,Paid Search,28,False
CUST-10718,Growth,357.85,19,Media,North America,Product-Led Trial,28,False
CUST-10719,Growth,843.29,11,E-commerce,North America,Partner/Referral,2,False
CUST-10720,Growth,461.98,5,Manufacturing,North America,Partner/Referral,62,True
CUST-10721,Starter,142.53,5,Media,North America,Product-Led Trial,15,False
CUST-10722,Growth,389.05,0,Healthcare,APAC,Partner/Referral,11,False
CUST-10723,Growth,249.5,10,Professional Services,North America,Partner/Referral,12,False
CUST-10724,Starter,156.86,6,Media,LATAM,Paid Search,13,True
CUST-10725,Starter,135.64,21,E-commerce,North America,Product-Led Trial,4,False
CUST-10726,Starter,109.64,16,Healthcare,LATAM,Paid Search,33,False
CUST-10727,Starter,143.62,4,Manufacturing,Europe,Outbound Sales,75,False
CUST-10728,Starter,187.7,20,SaaS/Tech,Europe,Inbound/Organic,6,True
CUST-10729,Starter,82.05,7,Healthcare,North America,Partner/Referral,29,False
CUST-10730,Growth,625.73,4,Manufacturing,APAC,Product-Led Trial,79,False
CUST-10731,Starter,160.93,8,Media,North America,Product-Led Trial,17,False
CUST-10732,Enterprise,5364.54,20,Manufacturing,North America,Paid Search,233,True
CUST-10733,Starter,93.7,14,Media,North America,Inbound/Organic,17,False
CUST-10734,Growth,954.42,22,Education,Europe,Product-Led Trial,16,False
CUST-10735,Growth,539.98,15,Professional Services,North America,Inbound/Organic,17,True
CUST-10736,Starter,94.27,0,FinTech,Europe,Product-Led Trial,19,False
CUST-10737,Starter,189.31,12,Professional Services,LATAM,Paid Search,56,False
CUST-10738,Enterprise,2928.97,0,Professional Services,APAC,Product-Led Trial,50,True
CUST-10739,Starter,107.08,18,E-commerce,North America,Partner/Referral,59,False
CUST-10740,Starter,99.82,22,FinTech,North America,Product-Led Trial,78,False
CUST-10741,Enterprise,2531.4,22,E-commerce,APAC,Partner/Referral,19,True
CUST-10742,Growth,306.54,17,Professional Services,North America,Partner/Referral,10,False
CUST-10743,Growth,294.47,2,Manufacturing,LATAM,Paid Search,8,False
CUST-10744,Growth,535.05,16,Healthcare,Europe,Paid Search,25,False
CUST-10745,Starter,126.17,22,Media,Europe,Paid Search,119,False
CUST-10746,Growth,890.63,3,Media,Europe,Partner/Referral,145,False
CUST-10747,Enterprise,7977.66,16,FinTech,Europe,Partner/Referral,20,True
CUST-10748,Enterprise,2427.96,22,Manufacturing,Europe,Partner/Referral,9,True
CUST-10749,Growth,870.72,18,Manufacturing,Europe,Partner/Referral,4,False
CUST-10750,Growth,576.83,6,SaaS/Tech,North America,Partner/Referral,86,True
CUST-10751,Growth,463.06,6,Education,Europe,Paid Search,15,False
CUST-10752,Enterprise,1351.23,7,SaaS/Tech,APAC,Product-Led Trial,21,True
CUST-10753,Starter,51.92,19,Education,LATAM,Outbound Sales,26,True
CUST-10754,Growth,208.4,13,Media,LATAM,Product-Led Trial,26,False
CUST-10755,Growth,589.44,15,Media,LATAM,Partner/Referral,3,False
CUST-10756,Starter,192.83,20,E-commerce,North America,Inbound/Organic,11,False
CUST-10757,Starter,135.78,8,Media,North America,Product-Led Trial,4,False
CUST-10758,Starter,96.47,12,E-commerce,North America,Outbound Sales,10,False
CUST-10759,Growth,949.17,6,Manufacturing,North America,Paid Search,6,False
CUST-10760,Growth,219.21,1,Professional Services,APAC,Outbound Sales,35,False
CUST-10761,Starter,74.37,5,SaaS/Tech,APAC,Partner/Referral,3,False
CUST-10762,Starter,89.75,13,Education,Europe,Inbound/Organic,9,False
CUST-10763,Enterprise,1095.63,0,Professional Services,North America,Inbound/Organic,37,True
CUST-10764,Growth,586.85,2,Manufacturing,APAC,Product-Led Trial,12,False
CUST-10765,Growth,408.42,6,FinTech,Europe,Outbound Sales,52,False
CUST-10766,Growth,897.14,17,FinTech,Europe,Paid Search,10,False
CUST-10767,Starter,179.06,13,Media,MEA,Outbound Sales,18,False
CUST-10768,Growth,751.41,6,FinTech,North America,Partner/Referral,33,False
CUST-10769,Starter,159.47,5,Professional Services,North America,Inbound/Organic,2,False
CUST-10770,Starter,122.65,4,FinTech,North America,Partner/Referral,22,False
CUST-10771,Growth,985.69,3,Professional Services,APAC,Outbound Sales,36,False
CUST-10772,Starter,150.53,5,E-commerce,Europe,Paid Search,11,False
CUST-10773,Enterprise,3921.74,2,Healthcare,North America,Paid Search,4,True
CUST-10774,Starter,59.34,15,SaaS/Tech,Europe,Paid Search,16,False
CUST-10775,Starter,110.67,9,SaaS/Tech,North America,Outbound Sales,11,True
CUST-10776,Enterprise,7101.1,2,Healthcare,Europe,Product-Led Trial,19,True
CUST-10777,Starter,124.89,7,Education,APAC,Product-Led Trial,14,False
CUST-10778,Growth,449.95,2,SaaS/Tech,APAC,Inbound/Organic,11,False
CUST-10779,Enterprise,4109.29,10,Professional Services,LATAM,Partner/Referral,53,True
CUST-10780,Starter,158.05,19,Professional Services,MEA,Inbound/Organic,29,False
CUST-10781,Growth,517.03,21,Media,Europe,Outbound Sales,8,False
CUST-10782,Starter,135.9,6,Education,Europe,Paid Search,14,True
CUST-10783,Starter,93.47,5,SaaS/Tech,North America,Partner/Referral,167,False
CUST-10784,Starter,118.6,6,Professional Services,LATAM,Outbound Sales,14,False
CUST-10785,Starter,183.96,19,SaaS/Tech,Europe,Inbound/Organic,9,False
CUST-10786,Growth,716.48,21,E-commerce,Europe,Paid Search,11,False
CUST-10787,Starter,130.81,9,Healthcare,APAC,Paid Search,31,False
CUST-10788,Starter,136.76,1,FinTech,Europe,Product-Led Trial,8,False
CUST-10789,Enterprise,6797.3,12,Healthcare,North America,Paid Search,22,True
CUST-10790,Enterprise,1934.74,4,Professional Services,APAC,Product-Led Trial,43,True
CUST-10791,Starter,159.39,21,Education,North America,Partner/Referral,60,False
CUST-10792,Growth,681.71,10,SaaS/Tech,MEA,Outbound Sales,56,False
CUST-10793,Enterprise,1456.94,10,Professional Services,Europe,Inbound/Organic,43,True
CUST-10794,Growth,630.81,6,SaaS/Tech,LATAM,Partner/Referral,21,False
CUST-10795,Growth,567.02,4,SaaS/Tech,Europe,Partner/Referral,16,False
CUST-10796,Enterprise,2926.19,3,Manufacturing,LATAM,Inbound/Organic,46,True
CUST-10797,Growth,445.24,7,Education,North America,Outbound Sales,54,True
CUST-10798,Starter,69.95,14,Professional Services,MEA,Outbound Sales,31,False
CUST-10799,Starter,112.2,13,SaaS/Tech,LATAM,Inbound/Organic,13,False
CUST-10800,Starter,64.28,18,Manufacturing,APAC,Partner/Referral,368,False
CUST-10801,Growth,665.44,9,Education,APAC,Partner/Referral,35,False
CUST-10802,Starter,57.55,22,SaaS/Tech,APAC,Partner/Referral,20,False
CUST-10803,Growth,426.96,12,E-commerce,Europe,Inbound/Organic,19,False
CUST-10804,Growth,792.61,4,E-commerce,North America,Partner/Referral,72,False
CUST-10805,Growth,695.18,22,E-commerce,Europe,Inbound/Organic,7,True
CUST-10806,Enterprise,5051.3,5,Education,APAC,Paid Search,79,True
CUST-10807,Growth,597.29,15,FinTech,Europe,Inbound/Organic,45,False
CUST-10808,Starter,192.09,8,Professional Services,APAC,Outbound Sales,44,True
CUST-10809,Growth,211.7,9,Healthcare,MEA,Partner/Referral,5,False
CUST-10810,Starter,145.89,21,Professional Services,North America,Inbound/Organic,75,False
CUST-10811,Enterprise,7496.1,12,E-commerce,North America,Paid Search,14,True
CUST-10812,Starter,102.18,22,Professional Services,North America,Outbound Sales,45,False
CUST-10813,Enterprise,2439.35,6,Media,MEA,Paid Search,16,True
CUST-10814,Growth,351.99,12,SaaS/Tech,Europe,Outbound Sales,13,True
CUST-10815,Starter,112.44,0,Education,North America,Outbound Sales,18,False
CUST-10816,Enterprise,4814.88,3,FinTech,North America,Paid Search,107,True
CUST-10817,Growth,741.02,11,Professional Services,North America,Product-Led Trial,6,True
CUST-10818,Growth,911.89,18,SaaS/Tech,Europe,Inbound/Organic,42,False
CUST-10819,Enterprise,7899.21,6,E-commerce,North America,Partner/Referral,9,True
CUST-10820,Starter,82.54,4,E-commerce,North America,Partner/Referral,4,True
CUST-10821,Growth,278.58,9,Healthcare,North America,Product-Led Trial,23,False
CUST-10822,Growth,578.79,17,SaaS/Tech,North America,Product-Led Trial,113,False
CUST-10823,Growth,222.47,3,E-commerce,Europe,Inbound/Organic,61,False
CUST-10824,Starter,146.84,18,E-commerce,Europe,Product-Led Trial,60,False
CUST-10825,Starter,169.82,12,FinTech,Europe,Inbound/Organic,29,False
CUST-10826,Enterprise,4520.13,11,Education,North America,Product-Led Trial,12,True
CUST-10827,Starter,171.39,8,E-commerce,North America,Outbound Sales,17,False
CUST-10828,Starter,73.98,11,Healthcare,APAC,Inbound/Organic,98,False
CUST-10829,Starter,94.88,4,E-commerce,North America,Paid Search,64,False
CUST-10830,Starter,103.18,4,Manufacturing,North America,Outbound Sales,24,False
CUST-10831,Starter,168.46,16,E-commerce,APAC,Partner/Referral,29,False
CUST-10832,Growth,533.49,20,FinTech,North America,Partner/Referral,16,False
CUST-10833,Growth,455.69,7,E-commerce,North America,Inbound/Organic,42,False
CUST-10834,Growth,730.81,10,Professional Services,North America,Outbound Sales,6,False
CUST-10835,Starter,112.4,8,SaaS/Tech,Europe,Outbound Sales,299,False
CUST-10836,Enterprise,3680.32,11,Media,North America,Partner/Referral,28,True
CUST-10837,Growth,790.41,0,Healthcare,Europe,Outbound Sales,11,False
CUST-10838,Starter,185.76,12,Professional Services,Europe,Inbound/Organic,15,False
CUST-10839,Enterprise,1005.23,17,Healthcare,APAC,Partner/Referral,11,True
CUST-10840,Starter,118.59,5,Manufacturing,North America,Paid Search,280,False
CUST-10841,Starter,105.37,17,SaaS/Tech,Europe,Inbound/Organic,45,False
CUST-10842,Starter,56.62,19,E-commerce,APAC,Paid Search,12,False
CUST-10843,Starter,196.69,5,Professional Services,North America,Inbound/Organic,153,False
CUST-10844,Starter,94.97,11,Education,MEA,Inbound/Organic,68,False
CUST-10845,Growth,913.08,12,SaaS/Tech,North America,Product-Led Trial,54,False
CUST-10846,Starter,129.0,10,Professional Services,APAC,Product-Led Trial,10,False
CUST-10847,Starter,51.95,9,SaaS/Tech,MEA,Outbound Sales,8,False
CUST-10848,Starter,151.04,18,Media,North America,Outbound Sales,99,True
CUST-10849,Starter,143.96,17,SaaS/Tech,Europe,Product-Led Trial,58,False
CUST-10850,Starter,191.07,5,Professional Services,APAC,Partner/Referral,31,False
CUST-10851,Starter,81.34,6,FinTech,North America,Product-Led Trial,12,False
CUST-10852,Enterprise,1349.02,16,E-commerce,Europe,Inbound/Organic,11,True
CUST-10853,Enterprise,4755.29,10,Professional Services,North America,Inbound/Organic,4,True
CUST-10854,Starter,56.43,4,Education,North America,Partner/Referral,2,False
CUST-10855,Starter,151.67,1,SaaS/Tech,APAC,Inbound/Organic,250,True
CUST-10856,Growth,337.74,12,Healthcare,Europe,Inbound/Organic,31,False
CUST-10857,Growth,412.72,14,Manufacturing,APAC,Product-Led Trial,11,False
CUST-10858,Starter,159.25,0,Media,Europe,Partner/Referral,9,False
CUST-10859,Enterprise,6993.08,13,Media,North America,Partner/Referral,27,True
CUST-10860,Starter,157.0,17,Education,MEA,Paid Search,12,False
CUST-10861,Starter,163.47,17,SaaS/Tech,North America,Partner/Referral,33,False
CUST-10862,Starter,113.13,17,Education,APAC,Inbound/Organic,2,False
CUST-10863,Growth,666.93,20,Professional Services,North America,Paid Search,15,False
CUST-10864,Enterprise,6823.59,17,SaaS/Tech,North America,Product-Led Trial,38,True
CUST-10865,Enterprise,5232.02,1,FinTech,Europe,Paid Search,31,True
CUST-10866,Starter,191.39,15,E-commerce,North America,Inbound/Organic,23,False
CUST-10867,Growth,484.89,16,Education,MEA,Partner/Referral,21,False
CUST-10868,Starter,123.63,19,SaaS/Tech,North America,Partner/Referral,6,False
CUST-10869,Starter,157.42,4,Manufacturing,LATAM,Product-Led Trial,55,False
CUST-10870,Starter,180.16,13,Professional Services,APAC,Outbound Sales,23,True
CUST-10871,Starter,190.56,21,Healthcare,North America,Partner/Referral,5,False
CUST-10872,Starter,154.36,2,Media,North America,Paid Search,5,True
CUST-10873,Starter,174.57,16,Media,Europe,Outbound Sales,28,False
CUST-10874,Starter,105.4,14,Education,Europe,Paid Search,71,False
CUST-10875,Growth,289.5,18,Healthcare,Europe,Paid Search,4,True
CUST-10876,Enterprise,6482.12,22,Manufacturing,Europe,Paid Search,43,True
CUST-10877,Growth,631.63,20,Professional Services,North America,Partner/Referral,28,False
CUST-10878,Starter,160.84,14,Healthcare,Europe,Product-Led Trial,14,False
CUST-10879,Starter,87.2,13,Media,Europe,Outbound Sales,9,False
CUST-10880,Growth,441.8,7,Healthcare,North America,Inbound/Organic,25,False
CUST-10881,Growth,336.48,12,E-commerce,North America,Product-Led Trial,97,False
CUST-10882,Starter,194.52,11,Manufacturing,APAC,Outbound Sales,19,True
CUST-10883,Starter,78.85,7,Professional Services,North America,Inbound/Organic,16,False
CUST-10884,Starter,192.26,7,FinTech,North America,Product-Led Trial,31,True
CUST-10885,Enterprise,2809.9,17,Manufacturing,Europe,Paid Search,49,True
CUST-10886,Enterprise,5847.6,3,Healthcare,LATAM,Inbound/Organic,15,True
CUST-10887,Starter,105.0,4,E-commerce,North America,Partner/Referral,37,False
CUST-10888,Starter,56.08,20,E-commerce,MEA,Paid Search,13,False
CUST-10889,Enterprise,4878.69,14,E-commerce,MEA,Outbound Sales,105,True
CUST-10890,Growth,719.93,2,Professional Services,LATAM,Product-Led Trial,11,False
CUST-10891,Growth,531.71,8,Media,North America,Inbound/Organic,11,False
CUST-10892,Starter,118.57,22,Professional Services,North America,Paid Search,81,False
CUST-10893,Growth,868.2,0,Media,North America,Outbound Sales,2,False
CUST-10894,Growth,921.52,11,Manufacturing,LATAM,Outbound Sales,72,False
CUST-10895,Enterprise,1459.38,0,E-commerce,Europe,Product-Led Trial,5,True
CUST-10896,Growth,684.83,5,FinTech,Europe,Product-Led Trial,131,False
CUST-10897,Starter,134.32,4,SaaS/Tech,Europe,Inbound/Organic,36,True
CUST-10898,Starter,160.69,17,Professional Services,APAC,Partner/Referral,7,False
CUST-10899,Growth,497.01,21,Healthcare,APAC,Outbound Sales,76,False
CUST-10900,Starter,133.84,4,Healthcare,North America,Paid Search,111,False
CUST-10901,Growth,735.91,15,Education,North America,Partner/Referral,27,False
CUST-10902,Growth,451.34,4,E-commerce,APAC,Outbound Sales,675,False
CUST-10903,Starter,78.0,16,SaaS/Tech,Europe,Partner/Referral,48,False
CUST-10904,Starter,195.84,21,FinTech,Europe,Paid Search,122,False
CUST-10905,Growth,284.07,19,Professional Services,Europe,Partner/Referral,14,False
CUST-10906,Enterprise,3898.92,0,E-commerce,APAC,Outbound Sales,38,True
CUST-10907,Starter,116.13,8,SaaS/Tech,LATAM,Product-Led Trial,13,False
CUST-10908,Starter,118.86,16,E-commerce,Europe,Product-Led Trial,58,False
CUST-10909,Growth,248.03,9,FinTech,Europe,Outbound Sales,12,False
CUST-10910,Growth,664.58,4,Media,North America,Product-Led Trial,44,False
CUST-10911,Enterprise,6130.14,2,Manufacturing,APAC,Product-Led Trial,8,True
CUST-10912,Enterprise,3987.53,7,SaaS/Tech,APAC,Inbound/Organic,24,True
CUST-10913,Starter,115.09,9,Education,APAC,Outbound Sales,3,False
CUST-10914,Growth,967.21,15,Healthcare,Europe,Product-Led Trial,77,False
CUST-10915,Starter,77.43,14,SaaS/Tech,North America,Partner/Referral,9,False
CUST-10916,Growth,837.07,5,E-commerce,LATAM,Partner/Referral,6,False
CUST-10917,Growth,414.36,19,Manufacturing,APAC,Paid Search,19,False
CUST-10918,Growth,818.95,19,Education,North America,Paid Search,26,False
CUST-10919,Starter,157.43,18,Manufacturing,Europe,Paid Search,7,False
CUST-10920,Growth,544.36,21,FinTech,APAC,Paid Search,3,False
CUST-10921,Starter,141.31,2,Healthcare,North America,Paid Search,11,False
CUST-10922,Growth,905.67,9,Healthcare,APAC,Paid Search,15,False
CUST-10923,Enterprise,6084.12,9,Healthcare,Europe,Outbound Sales,71,True
CUST-10924,Growth,719.31,3,Education,Europe,Partner/Referral,32,False
CUST-10925,Growth,208.03,5,Media,Europe,Paid Search,8,False
CUST-10926,Enterprise,2145.73,16,FinTech,North America,Inbound/Organic,7,True
CUST-10927,Enterprise,3879.31,6,Professional Services,Europe,Product-Led Trial,2,True
CUST-10928,Starter,61.01,10,SaaS/Tech,North America,Partner/Referral,28,False
CUST-10929,Growth,241.81,15,SaaS/Tech,APAC,Outbound Sales,27,False
CUST-10930,Starter,175.8,1,Professional Services,MEA,Outbound Sales,55,False
CUST-10931,Enterprise,5733.1,4,SaaS/Tech,APAC,Partner/Referral,112,True
CUST-10932,Enterprise,3557.57,12,Education,Europe,Outbound Sales,21,True
CUST-10933,Growth,909.73,6,E-commerce,Europe,Paid Search,19,False
CUST-10934,Growth,468.78,6,SaaS/Tech,North America,Inbound/Organic,6,False
CUST-10935,Starter,127.27,19,SaaS/Tech,North America,Paid Search,24,True
CUST-10936,Starter,132.1,13,Education,North America,Paid Search,10,False
CUST-10937,Growth,323.72,3,Manufacturing,APAC,Product-Led Trial,7,False
CUST-10938,Starter,161.13,6,FinTech,Europe,Partner/Referral,30,False
CUST-10939,Starter,105.43,7,Media,Europe,Outbound Sales,26,False
CUST-10940,Growth,269.21,17,Manufacturing,Europe,Outbound Sales,8,False
CUST-10941,Starter,75.58,2,Professional Services,Europe,Inbound/Organic,74,False
CUST-10942,Starter,66.63,11,Education,LATAM,Inbound/Organic,50,False
CUST-10943,Growth,579.3,9,Healthcare,APAC,Partner/Referral,26,False
CUST-10944,Starter,179.43,12,Education,North America,Paid Search,9,False
CUST-10945,Growth,779.65,15,Manufacturing,Europe,Outbound Sales,49,False
CUST-10946,Enterprise,2201.75,11,Manufacturing,APAC,Paid Search,15,True
CUST-10947,Enterprise,4845.28,12,E-commerce,LATAM,Inbound/Organic,143,True
CUST-10948,Enterprise,5111.59,8,E-commerce,Europe,Outbound Sales,142,True
CUST-10949,Starter,123.63,12,FinTech,APAC,Inbound/Organic,60,False
CUST-10950,Starter,178.75,19,SaaS/Tech,North America,Partner/Referral,4,False
CUST-10951,Starter,93.43,1,Media,Europe,Paid Search,14,False
CUST-10952,Growth,444.3,3,Professional Services,LATAM,Partner/Referral,81,False
CUST-10953,Starter,68.76,12,Media,Europe,Paid Search,13,True
CUST-10954,Starter,180.36,10,Healthcare,North America,Product-Led Trial,4,False
CUST-10955,Starter,167.52,13,FinTech,Europe,Paid Search,6,False
CUST-10956,Growth,484.07,9,E-commerce,North America,Partner/Referral,14,False
CUST-10957,Growth,413.47,18,FinTech,North America,Product-Led Trial,5,True
CUST-10958,Starter,155.34,11,E-commerce,APAC,Inbound/Organic,41,False
CUST-10959,Growth,672.45,18,Education,LATAM,Product-Led Trial,10,True
CUST-10960,Growth,828.48,7,Education,Europe,Paid Search,20,False
CUST-10961,Enterprise,3412.18,3,Education,Europe,Inbound/Organic,110,True
CUST-10962,Starter,182.28,1,Media,North America,Outbound Sales,46,False
CUST-10963,Growth,904.88,8,FinTech,APAC,Outbound Sales,91,False
CUST-10964,Starter,132.68,8,Professional Services,North America,Partner/Referral,94,False
CUST-10965,Enterprise,3007.93,16,SaaS/Tech,North America,Product-Led Trial,20,True
CUST-10966,Starter,167.93,13,FinTech,North America,Paid Search,27,False
CUST-10967,Starter,139.51,18,Media,North America,Product-Led Trial,3,False
CUST-10968,Enterprise,1383.21,17,SaaS/Tech,Europe,Inbound/Organic,4,True
CUST-10969,Starter,165.75,1,FinTech,LATAM,Inbound/Organic,51,False
CUST-10970,Enterprise,3124.53,0,Education,North America,Inbound/Organic,16,True
CUST-10971,Starter,135.97,9,Media,Europe,Outbound Sales,17,False
CUST-10972,Enterprise,7705.38,7,Education,Europe,Paid Search,7,True
CUST-10973,Starter,188.88,2,SaaS/Tech,APAC,Partner/Referral,22,False
CUST-10974,Enterprise,7760.39,5,E-commerce,APAC,Paid Search,7,True
CUST-10975,Enterprise,3029.47,17,Education,North America,Partner/Referral,25,True
CUST-10976,Enterprise,7328.8,17,Healthcare,North America,Outbound Sales,6,True
CUST-10977,Growth,672.49,17,E-commerce,APAC,Inbound/Organic,72,False
CUST-10978,Enterprise,3169.06,5,Manufacturing,APAC,Inbound/Organic,63,True
CUST-10979,Starter,125.23,15,Manufacturing,MEA,Outbound Sales,144,False
CUST-10980,Starter,185.35,18,Professional Services,North America,Inbound/Organic,49,False
CUST-10981,Starter,71.84,12,Healthcare,Europe,Product-Led Trial,9,False
CUST-10982,Starter,91.74,15,E-commerce,North America,Paid Search,64,False
CUST-10983,Starter,118.82,9,Professional Services,LATAM,Partner/Referral,10,False
CUST-10984,Starter,125.5,8,Healthcare,Europe,Partner/Referral,20,False
CUST-10985,Enterprise,1025.59,17,Manufacturing,Europe,Product-Led Trial,2,True
CUST-10986,Starter,54.67,2,Healthcare,APAC,Inbound/Organic,62,False
CUST-10987,Enterprise,1487.83,10,FinTech,North America,Outbound Sales,12,True
CUST-10988,Growth,737.19,11,Media,North America,Partner/Referral,20,False
CUST-10989,Enterprise,4846.0,8,FinTech,Europe,Product-Led Trial,30,True
CUST-10990,Growth,888.64,9,Education,Europe,Paid Search,2,False
CUST-10991,Growth,447.72,8,SaaS/Tech,Europe,Partner/Referral,18,True
CUST-10992,Starter,181.34,12,Manufacturing,LATAM,Paid Search,34,True
CUST-10993,Growth,909.15,13,Media,Europe,Inbound/Organic,19,False
CUST-10994,Enterprise,4719.38,0,Manufacturing,MEA,Paid Search,11,True
CUST-10995,Enterprise,3535.27,14,Professional Services,North America,Paid Search,16,True
CUST-10996,Growth,248.49,21,FinTech,Europe,Inbound/Organic,9,False
CUST-10997,Growth,776.18,13,SaaS/Tech,APAC,Product-Led Trial,16,False
CUST-10998,Growth,325.74,15,Education,LATAM,Inbound/Organic,19,False
CUST-10999,Growth,732.96,2,E-commerce,North America,Inbound/Organic,20,True
CUST-11000,Starter,173.69,6,Healthcare,North America,Product-Led Trial,73,True
CUST-11001,Growth,398.73,8,E-commerce,North America,Paid Search,14,False
CUST-11002,Growth,891.65,8,Education,North America,Outbound Sales,18,False
CUST-11003,Starter,177.81,12,Media,Europe,Outbound Sales,35,False
CUST-11004,Growth,202.33,18,Media,APAC,Partner/Referral,157,False
CUST-11005,Enterprise,2854.77,11,Media,Europe,Partner/Referral,153,True
CUST-11006,Starter,137.62,10,Media,North America,Paid Search,20,False
CUST-11007,Starter,79.78,7,Education,Europe,Outbound Sales,49,False
CUST-11008,Starter,118.53,15,SaaS/Tech,Europe,Inbound/Organic,8,True
CUST-11009,Starter,114.49,14,Professional Services,North America,Paid Search,2,False
CUST-11010,Enterprise,4652.2,7,FinTech,North America,Product-Led Trial,5,True
CUST-11011,Growth,709.29,16,E-commerce,APAC,Partner/Referral,24,False
CUST-11012,Growth,717.83,12,Media,Europe,Paid Search,31,True
CUST-11013,Starter,137.87,17,Professional Services,North America,Inbound/Organic,42,False
CUST-11014,Starter,198.74,22,E-commerce,North America,Paid Search,36,False
CUST-11015,Growth,369.42,2,E-commerce,APAC,Product-Led Trial,238,False
CUST-11016,Enterprise,6630.62,8,Professional Services,APAC,Partner/Referral,33,True
CUST-11017,Growth,826.64,18,E-commerce,North America,Inbound/Organic,16,True
CUST-11018,Starter,97.68,10,E-commerce,North America,Paid Search,102,False
CUST-11019,Starter,186.66,12,SaaS/Tech,MEA,Inbound/Organic,427,True
CUST-11020,Enterprise,1928.02,19,E-commerce,LATAM,Outbound Sales,61,True
CUST-11021,Growth,261.64,19,Healthcare,North America,Product-Led Trial,33,False
CUST-11022,Starter,172.41,10,Manufacturing,Europe,Partner/Referral,73,True
CUST-11023,Enterprise,4496.97,18,SaaS/Tech,Europe,Product-Led Trial,9,True
CUST-11024,Enterprise,4207.77,12,Healthcare,LATAM,Outbound Sales,13,True
CUST-11025,Starter,193.28,13,Media,Europe,Partner/Referral,84,False
CUST-11026,Starter,110.43,3,E-commerce,Europe,Outbound Sales,3,False
CUST-11027,Growth,647.35,17,Manufacturing,APAC,Outbound Sales,106,False
CUST-11028,Starter,163.92,7,Manufacturing,LATAM,Paid Search,18,False
CUST-11029,Starter,163.05,19,E-commerce,LATAM,Paid Search,42,False
CUST-11030,Starter,125.37,5,SaaS/Tech,Europe,Outbound Sales,25,False
CUST-11031,Starter,130.11,21,FinTech,MEA,Inbound/Organic,18,False
CUST-11032,Growth,474.2,10,Media,North America,Partner/Referral,47,False
CUST-11033,Starter,153.38,13,E-commerce,APAC,Paid Search,16,False
CUST-11034,Enterprise,1838.32,17,Media,North America,Outbound Sales,512,True
CUST-11035,Starter,97.37,0,Healthcare,North America,Outbound Sales,4,False
CUST-11036,Growth,240.36,14,E-commerce,APAC,Product-Led Trial,11,False
CUST-11037,Starter,98.02,21,Education,North America,Paid Search,80,False
CUST-11038,Starter,183.35,3,Media,Europe,Paid Search,75,False
CUST-11039,Starter,162.76,14,SaaS/Tech,Europe,Paid Search,19,True
CUST-11040,Enterprise,4692.47,8,Manufacturing,APAC,Inbound/Organic,16,True
CUST-11041,Starter,122.92,9,E-commerce,LATAM,Outbound Sales,30,False
CUST-11042,Starter,144.91,16,FinTech,North America,Product-Led Trial,71,True
CUST-11043,Enterprise,4686.16,15,Healthcare,North America,Product-Led Trial,11,True
CUST-11044,Enterprise,5247.79,1,SaaS/Tech,North America,Inbound/Organic,30,True
CUST-11045,Growth,761.59,18,Healthcare,APAC,Product-Led Trial,4,False
CUST-11046,Starter,135.02,8,Healthcare,LATAM,Product-Led Trial,25,False
CUST-11047,Starter,112.72,10,Manufacturing,North America,Product-Led Trial,6,False
CUST-11048,Enterprise,3305.25,16,Healthcare,Europe,Product-Led Trial,42,True
CUST-11049,Enterprise,7620.42,21,Professional Services,LATAM,Partner/Referral,12,True
CUST-11050,Growth,631.95,4,E-commerce,Europe,Product-Led Trial,479,False
CUST-11051,Enterprise,5719.31,11,Media,North America,Paid Search,19,True
CUST-11052,Starter,88.45,2,Manufacturing,Europe,Outbound Sales,86,False
CUST-11053,Growth,872.23,1,E-commerce,Europe,Inbound/Organic,86,False
CUST-11054,Starter,101.29,6,Media,North America,Partner/Referral,57,True
CUST-11055,Starter,152.45,8,E-commerce,Europe,Partner/Referral,47,False
CUST-11056,Starter,103.54,3,Healthcare,Europe,Paid Search,13,True
CUST-11057,Starter,102.37,0,Education,North America,Partner/Referral,19,False
CUST-11058,Starter,76.27,11,Media,APAC,Product-Led Trial,44,True
CUST-11059,Growth,621.19,11,Healthcare,North America,Paid Search,7,False
CUST-11060,Starter,118.02,20,E-commerce,North America,Partner/Referral,26,False
CUST-11061,Starter,54.28,3,SaaS/Tech,North America,Outbound Sales,94,False
CUST-11062,Growth,873.05,8,Professional Services,North America,Product-Led Trial,27,False
CUST-11063,Starter,139.6,8,Education,MEA,Partner/Referral,8,False
CUST-11064,Enterprise,3243.41,13,SaaS/Tech,APAC,Inbound/Organic,19,True
CUST-11065,Starter,106.53,16,FinTech,Europe,Inbound/Organic,53,False
CUST-11066,Starter,95.27,15,Manufacturing,APAC,Partner/Referral,20,False
CUST-11067,Starter,114.92,22,Education,Europe,Inbound/Organic,78,False
CUST-11068,Enterprise,7704.81,6,Media,APAC,Product-Led Trial,59,True
CUST-11069,Enterprise,1548.37,6,SaaS/Tech,APAC,Partner/Referral,3,True
CUST-11070,Enterprise,3834.02,3,E-commerce,MEA,Inbound/Organic,29,True
